ECOCYC	Fig6_neg_replicate1	Fig6_neg_replicate2	Fig6_pos_replicate1	Fig6_pos_replicate2
G6644	7.406E-05	6.44022E-05	8.30304E-05	7.29866E-05
EG11822	3.41826E-05	3.31814E-05	2.21546E-05	3.28973E-05
EG10036	2.32617E-05	3.21362E-05	2.39853E-05	3.1201E-05
G6645	3.81595E-05	5.00064E-05	3.6536E-05	2.70766E-05
G6646	3.06348E-05	2.51809E-05	2.00395E-05	2.0875E-05
G6643	2.82833E-05	3.18177E-05	2.91631E-05	2.7313E-05
EG12431	7.47363E-05	9.04573E-05	5.39427E-05	9.7283E-05
G6382	6.63841E-05	4.77102E-05	6.90341E-05	4.9561E-05
G6380	0.00018725	0.000189236	0.00017344	0.000183729
G6381	0.00019354	0.000182231	0.000191726	0.000177609
EG10803	0.000329172	0.000306345	0.000324214	0.000284616
EG10804	0.000554267	0.000301569	0.000534077	0.000328065
EG10805	1.11386E-05	4.59794E-05	1.42415E-05	5.49432E-05
EG10806	4.58054E-05	2.68957E-05	6.32475E-05	4.63895E-05
EG10807	3.29993E-06	1.57661E-05	7.6558E-06	2.75531E-05
EG10808	6.49577E-06	4.96559E-06	4.0187E-06	1.33507E-05
EG10809	2.26032E-05	3.67171E-05	2.73849E-05	2.80672E-05
EG10810	0.000349051	0.000509261	0.000363584	0.000604375
EG11539	0.000164858	0.000251022	0.000119642	0.000317778
EG10811	1.26372E-05	5.8652E-05	1.67533E-05	6.80249E-05
EG11279	3.0891E-06	7.87137E-06	6.37038E-06	0
G6265	0.000137647	0.000112862	0.000134434	0.000125268
EG11492	0.000294971	0.000179266	0.000275305	0.00023591
G7868	2.27646E-05	2.77692E-05	1.64809E-05	1.90802E-05
G7575	1.70602E-05	1.61005E-05	2.21516E-05	2.59732E-05
EG12658	3.0891E-06	7.08424E-06	1.91111E-06	7.40716E-06
EG12139	1.51859E-05	0.00012576	3.61345E-05	0.000103038
EG10812	1.36284E-05	5.40744E-05	2.04762E-05	7.40271E-05
G6245	8.26866E-05	6.41246E-05	7.47559E-05	6.05481E-05
G7431	0	1.30652E-05	0	2.34184E-05
G7443	4.53022E-05	9.48782E-05	7.0387E-05	9.14085E-05
G7452	5.45231E-05	4.19297E-05	4.10248E-05	7.31929E-05
G7843	3.95079E-05	7.31727E-05	3.54562E-05	6.64138E-05
EG10813	0	4.04264E-05	0	1.55274E-05
G6680	0.000183597	0.000186017	0.000239791	0.000166212
EG11296	3.43754E-05	4.61013E-05	3.85539E-05	6.61067E-05
EG12045	1.37352E-05	2.95679E-05	1.53833E-05	2.67696E-05
EG11151	0.012446222	0.010036002	0.010638118	0.007652208
G0-16600	0	1.1873E-05	0	1.59612E-05
EG11900	0	0	0	0
EG11083	4.40412E-05	5.72076E-05	4.3784E-05	6.978E-05
EG12146	0.000411663	0.000264105	0.000452129	0.000288211
EG12690	0.000103636	0.000119784	0.000151012	0.000106289
EG11466	1.40414E-06	2.38526E-06	1.01347E-05	1.1223E-05
G7358	5.33307E-05	9.91348E-05	3.87632E-05	6.58858E-05
EG11731	4.12293E-05	3.54922E-05	4.48097E-05	3.24448E-05
G6112	2.51222E-06	1.70704E-05	3.45382E-06	1.00398E-05
EG12223	7.01144E-06	2.91293E-05	8.95835E-06	2.74114E-05
EG11178	0.000137972	0.00044673	0.000181841	0.000403327
G7175	7.72275E-06	1.90997E-05	1.21787E-05	1.01148E-05
EG10814	0.000359154	0.000279418	0.000380319	0.000292629
EG10815	0.000916901	0.000594527	0.000852762	0.000413647
EG10816	0.000268521	0.000252458	0.000320943	0.000226996
EG10817	0.001672085	0.00149781	0.001788598	0.001258461
EG10818	0.000243939	0.000203957	0.000242742	0.000206598
EG10819	2.43581E-05	1.7122E-05	2.90131E-05	2.94912E-05
EG11901	0	1.26504E-05	0	0
G6444	5.97974E-05	8.90477E-05	6.48604E-05	1.99514E-05
G6174	1.63541E-05	1.12194E-05	1.58899E-05	1.29278E-05
G6173	3.51923E-06	1.56929E-05	0	2.41101E-05
G6171	5.61654E-06	1.34171E-05	7.23907E-07	0
G6175	6.82853E-06	1.86427E-06	0	1.75433E-05
G7138	2.02196E-06	3.86413E-06	1.56364E-06	6.92618E-06
G7139	1.10715E-05	4.70193E-05	2.28319E-05	5.26742E-05
G7137	6.1103E-06	3.89244E-06	1.57509E-06	2.61634E-06
EG10820	5.34652E-06	2.98015E-05	1.44712E-05	2.06037E-05
EG10821	0.000168477	0.000230972	0.000173718	0.00022931
EG10822	2.70703E-05	5.46232E-05	3.24387E-05	5.66397E-05
EG12385	7.55113E-05	0.000128606	7.56081E-05	0.000146166
EG11502	4.73662E-05	6.55948E-05	4.77779E-05	5.29083E-05
G7530	3.65075E-05	1.78895E-05	2.67846E-05	2.28468E-05
EG12158	1.73762E-05	2.44686E-05	1.74452E-05	3.83759E-05
G0-9603	0	0.000190323	1.92538E-05	0.000149249
G0-9606	1.89558E-05	1.61005E-05	0	2.16443E-05
G0-9608	0	3.90675E-05	1.26471E-05	7.3527E-05
G0-9042	0	2.49055E-05	0	1.11603E-05
EG10823	0.00026938	0.000291674	0.000288287	0.000302653
EG10824	4.80236E-05	0.000100475	5.35225E-05	0.000121362
EG10825	3.82493E-05	7.45958E-05	3.39508E-05	7.37795E-05
EG10826	4.95321E-05	6.54332E-05	5.29558E-05	9.53913E-05
EG10827	4.81002E-07	3.16625E-05	2.3145E-06	2.52642E-05
EG10828	2.67923E-05	6.48069E-05	1.48138E-05	7.24903E-05
EG10829	1.54232E-05	3.98106E-05	1.46638E-05	4.42554E-05
EG10830	4.35306E-05	7.32324E-05	3.69493E-05	7.3321E-05
EG10831	7.02575E-06	4.15591E-05	1.52648E-05	4.46951E-05
EG10832	5.43453E-05	0.000139207	4.48286E-05	7.74029E-05
EG10833	2.02817E-05	2.3227E-05	1.92678E-05	3.74695E-05
EG10834	0.000121805	0.000114856	0.000147591	0.000108436
EG11899	7.72275E-06	2.16463E-05	5.30865E-07	1.76361E-05
EG12080	1.74802E-05	5.51468E-05	3.43314E-06	5.27499E-05
EG10835	0.000275407	0.000330915	0.00026358	0.000290818
EG10836	0.000331885	0.000290011	0.000286667	0.000348203
EG11131	0.000279467	0.000304401	0.000285174	0.000245527
EG11129	9.92925E-06	2.53008E-05	2.55953E-05	1.98406E-05
G6298	4.48418E-05	0.000154254	1.84947E-05	0.000176645
EG10837	1.91808E-05	5.64952E-05	2.53067E-05	3.81505E-05
EG10838	0.000424627	0.000318905	0.000416174	0.000277896
G7590	6.83415E-05	9.37402E-05	0.000101953	0.000131496
EG10839	8.52819E-06	4.45481E-05	1.93456E-05	3.79771E-05
EG11978	0.000233101	0.000239756	0.000276917	0.000230799
EG12412	0.000185474	0.000192272	0.00017105	0.000210464
EG11979	0.000158441	0.000156158	0.000178782	0.000160005
EG12411	0.00019554	0.00015113	0.000182511	0.000137297
EG11980	0.000126646	0.000176254	0.000132997	0.000156245
EG10840	5.06176E-05	0.000137161	4.36233E-05	0.000170802
EG11455	5.4986E-05	0.000103902	4.58667E-05	7.83043E-05
EG11453	9.33238E-05	0.000137804	8.25376E-05	0.000136432
EG11454	5.53201E-05	9.21674E-05	4.58277E-05	6.80249E-05
EG11458	2.36372E-05	3.87195E-05	3.77194E-05	2.21701E-05
G7800	3.16633E-05	6.69067E-05	2.46852E-05	4.56334E-05
EG11867	0	0	0	0
EG11868	0	0	0	0
EG11866	0	6.44022E-07	0	2.59732E-06
EG11865	0	0	0	0
EG10842	8.84159E-06	1.50196E-05	3.03887E-06	1.6826E-06
EG10843	1.04631E-05	1.33306E-05	1.33573E-05	4.2668E-06
EG11313	2.01463E-06	1.23204E-05	3.73914E-06	1.17318E-05
EG10844	0.000437122	0.000534675	0.000472118	0.000574343
EG11235	2.32192E-05	3.38642E-05	2.99268E-05	6.75017E-05
G7160	1.65981E-05	1.71819E-05	1.17662E-05	2.01367E-05
EG10845	0.000479914	0.000848	0.000516001	0.000812898
EG12428	0.000968978	0.001182442	0.0009401	0.001029377
EG10846	3.02633E-06	9.1252E-06	5.09677E-06	8.46609E-06
EG10847	4.33174E-06	8.15289E-06	3.85742E-06	9.27394E-06
EG10848	6.36381E-06	5.90353E-05	6.15166E-06	4.64934E-05
EG10849	6.03965E-06	2.87937E-05	5.9262E-06	2.63614E-05
EG10010	4.68114E-06	1.55584E-05	6.29576E-07	1.70809E-05
EG12134	5.16589E-06	2.33349E-05	5.81082E-06	3.78044E-05
EG11469	3.55918E-05	9.6681E-05	4.29308E-05	5.52086E-05
EG11468	3.76064E-05	6.50244E-05	8.30919E-05	9.31646E-05
EG11331	0.00016159	0.000180702	0.000161523	0.000146236
EG10465	0.000573892	0.000644243	0.000549007	0.000627982
EG11406	0.000113026	0.000115036	8.70718E-05	7.23162E-05
EG11321	0.00012881	0.000161224	0.000121911	0.000199269
EG11322	0.000184165	0.000207564	0.000244671	0.000213824
EG11079	0.000169556	0.000328266	0.000178939	0.000319219
G7877	0.000343752	0.00016475	0.000384445	0.000273154
G6358	0.000292276	0.000193	0.00029999	0.000175513
EG12030	0	1.63569E-05	4.56476E-07	8.34064E-06
EG11082	4.28423E-05	5.40028E-05	6.39127E-05	3.90307E-05
EG10850	1.7726E-05	5.34884E-05	2.11633E-05	3.51538E-05
EG10851	0.000287999	0.000188005	0.000294018	0.000197796
EG10852	2.30913E-05	4.41294E-05	2.04762E-05	3.55944E-05
EG10853	0.000262573	0.000192849	0.000228537	0.000167984
EG11153	0.001778257	0.002331411	0.002107709	0.002667098
G6435	9.74953E-06	9.93716E-05	8.75567E-06	9.37267E-05
EG11179	0.000231069	0.000317852	0.000218323	0.000280659
G6746	1.57289E-05	2.356E-05	1.77523E-05	2.2571E-05
EG12207	2.52276E-05	0.000114135	2.49507E-05	0.000142852
G7845	9.0584E-05	0.000172751	9.04646E-05	0.000135632
G6449	5.54559E-06	1.36598E-05	5.33689E-06	3.35602E-05
EG11247	8.87226E-05	9.01853E-05	8.52075E-05	9.38086E-05
EG11507	0.000597741	0.000764929	0.000592445	0.000812898
G6416	5.39842E-06	2.63653E-05	4.63863E-06	2.23448E-05
G7603	6.60203E-06	2.1963E-05	3.4037E-06	1.44486E-05
EG11254	1.78217E-05	3.97353E-05	2.02137E-05	5.64694E-05
G6501	2.13591E-05	4.28266E-05	3.86315E-05	3.83818E-05
EG12234	8.6077E-05	0.000105885	0.000130581	0.000119467
G6488	2.23443E-05	7.30593E-05	2.10005E-05	7.11214E-05
EG11794	3.29532E-05	5.69441E-05	2.8901E-05	4.2168E-05
EG12401	4.76604E-05	6.0722E-05	4.02079E-05	6.80249E-05
EG10854	6.70156E-05	0.000100506	8.21305E-05	9.77273E-05
EG12609	3.15931E-05	5.15217E-05	3.12728E-05	4.32886E-05
EG12433	2.47551E-05	7.39963E-05	2.69978E-05	6.84909E-05
EG11118	2.30234E-05	2.5459E-05	2.28438E-05	2.75288E-05
EG12098	9.60738E-05	0.000141901	0.000107391	0.00013397
G6581	1.53038E-05	2.11227E-05	1.31499E-05	2.83957E-05
EG11921	4.20372E-05	4.32114E-05	4.28523E-05	6.13627E-05
EG50004	0.000220926	0.000151805	0.00011006	0.000204075
EG11472	6.95047E-05	0.000100459	6.62466E-05	0.000101037
EG10856	7.07966E-05	6.91306E-05	7.93929E-05	0.000124797
EG11620	6.01297E-05	7.9629E-05	8.2889E-05	0.000129933
EG10857	0.000110228	0.000252005	0.000104185	0.000230745
EG10858	3.25341E-05	6.07624E-05	2.97341E-05	4.62244E-05
EG10859	0.000214535	0.000237475	0.000227552	0.000268577
EG11299	6.66678E-05	0.000116384	8.60001E-05	0.000121473
EG10860	6.86136E-05	7.37941E-05	4.68591E-05	0.00010836
EG10861	3.70226E-05	9.70078E-05	4.10553E-05	0.00011007
G6337	0.000122775	0.000124103	0.000130779	0.000126864
G7365	5.08666E-05	0.00011873	6.28586E-05	0.000119709
G7366	5.82943E-05	0.000195673	7.05109E-05	0.000174725
EG10862	3.70692E-05	0.000147588	4.18056E-05	0.000150789
EG30069	0.006134851	0.003982769	0.005023139	0.004209787
EG11259	0.000317297	0.000367484	0.000320652	0.000401589
EG11547	3.86137E-05	0.000104132	2.98612E-05	0.00013668
EG11366	0.0005546	0.000388412	0.000504139	0.000437588
EG10015	0.000196587	0.000222168	0.000211184	0.000176804
G6097	0.000111208	7.08424E-05	7.75688E-05	0.000100837
EG11430	0.000104443	0.000218304	0.000141034	0.000248273
M004	0.000157462	0.000184942	0.000165531	0.000133792
EG10863	7.28434E-06	1.31476E-05	1.18923E-05	4.15873E-06
EG11443	0.000133323	0.000272099	0.000178515	0.000290034
EG11827	0.000331769	0.000839482	0.000398467	0.00077299
EG10864	0.000678484	0.00101591	0.000705689	0.001110399
EG10865	0.001337332	0.001696726	0.001327143	0.001843873
EG10866	0.002421412	0.003657659	0.002669417	0.003929574
EG10867	0.001630264	0.003892823	0.001927198	0.004061627
EG10868	0.003096821	0.004451262	0.003184394	0.003976057
EG10869	0.003386988	0.003804792	0.003604276	0.004471493
EG10870	0.000709875	0.000582088	0.00066029	0.000636487
EG10871	0.003526318	0.004166257	0.004009886	0.004319993
EG10872	0.000759205	0.000983371	0.000703638	0.001030602
EG10873	0.001938156	0.002737883	0.001826916	0.002718488
EG10874	0.003233184	0.003511156	0.003620426	0.003602943
EG10875	0.00220173	0.003179337	0.002257504	0.003237219
EG10876	0.003789685	0.006014273	0.004189295	0.00544481
EG10877	0.005353385	0.009602502	0.006138234	0.009782433
EG10878	0.00076781	0.001631312	0.000730105	0.001921439
EG10879	0.003459921	0.003998391	0.004300007	0.004293642
EG10880	0.00185266	0.001436695	0.001815147	0.001789759
EG10881	0.005831387	0.0049292	0.005873063	0.005313948
EG50001	0.001440886	0.001188653	0.001572535	0.00127514
EG10882	0.001850954	0.00234067	0.001814267	0.002721917
EG10883	0.001476803	0.002472469	0.001457461	0.002725038
EG10884	0.00157544	0.00260936	0.001755495	0.002723265
EG10885	0.000422881	0.00035794	0.000344001	0.000365903
EG50002	0.00044774	0.00042423	0.000431667	0.000501091
EG10886	0.001011778	0.001271127	0.000979749	0.001054817
EG10887	0.001248913	0.001563513	0.001471409	0.001696372
EG10888	0.000810888	0.001257452	0.001060668	0.001345193
EG10889	0.000614774	0.00047644	0.000569297	0.000506355
EG10890	0.001325383	0.000971029	0.001544543	0.001206856
EG10891	7.44693E-05	0.000120179	0.000125417	0.000102037
EG10892	0.000162671	0.000188411	0.000115887	9.6248E-05
EG11231	0.01041307	0.009668373	0.010296129	0.009061746
EG11232	0.004879588	0.010558237	0.004575649	0.011318303
EG11750	1.89774E-06	1.39025E-05	1.95677E-06	6.50068E-06
G7197	9.3609E-07	4.05495E-05	2.89563E-06	3.36689E-05
EG11748	5.5419E-06	6.53115E-05	1.09524E-05	5.45781E-05
G7934	1.132E-05	2.01912E-05	8.87081E-06	1.39595E-05
EG12323	2.4095E-05	1.53492E-05	1.48111E-05	1.50789E-05
EG10893	0.003155935	0.008337395	0.003241076	0.008777484
EG10894	0.000857553	0.001355131	0.000903866	0.001502981
EG10895	0.001267178	0.002177849	0.001332758	0.002399473
EG10896	0.000432423	0.000456899	0.000438405	0.000459113
EG11897	0.000849985	0.001635462	0.000947345	0.001545087
EG10897	0.000222415	0.000337433	0.000222293	0.000334993
EG10898	0.00037137	0.000399044	0.000338543	0.000421883
EG10510	0.004219419	0.002559742	0.004073965	0.002497399
EG10899	0.000391342	0.000317636	0.000448696	0.000452883
G7459	0.000225399	0.000285171	0.000261564	0.000246158
G0-8863	0	1.50373E-05	0	2.0215E-05
EG10900	0.002030335	0.002402356	0.002192644	0.00263304
EG10901	0.003250638	0.003170342	0.003664483	0.003504409
EG10902	0.005284141	0.007218958	0.006289526	0.007343059
EG10903	0.003686772	0.015793228	0.004196835	0.016406168
EG10904	0.00424558	0.005931994	0.004952687	0.006302227
EG10905	0.001936654	0.001290726	0.002206468	0.001388842
EG10906	0.00372777	0.002803193	0.003760118	0.003141429
EG10907	0.002145627	0.003547526	0.002232065	0.003922079
EG10908	0.00079055	0.00075439	0.000904862	0.000776055
EG10909	0.003099643	0.006103342	0.003763885	0.006341363
EG10910	0.004402322	0.007606018	0.004936188	0.007554692
EG10911	0.004012368	0.004549497	0.004379128	0.004607465
EG10912	0.007889662	0.01710486	0.008320575	0.017750507
EG10913	0.003366209	0.005768097	0.00297909	0.005247257
EG10914	0.001173857	0.000714327	0.000992187	0.000674581
EG10915	0.002455275	0.002249032	0.002177634	0.002116969
EG10916	0.001530739	0.002116937	0.001827925	0.00199153
EG10917	0.000969408	0.000710754	0.001105177	0.000911624
EG10918	0.001463336	0.002875591	0.001869501	0.002839127
EG10919	0.00022747	0.000128804	0.000187311	0.000170449
EG10920	7.72275E-05	5.65755E-05	2.38889E-05	4.62947E-05
EG11879	0.000129571	0.000146495	0.000111482	0.000146967
G7885	0.00059304	0.000995106	0.000647579	0.001070536
EG30070	0	0	7.16668E-06	0
EG30071	0	0	0	0
EG30072	0	0	0	5.95218E-06
EG30073	0	0	0	0
EG30074	0	0	0	1.19044E-05
EG30091	0	4.42765E-06	0	0
EG30075	0	0	0	5.95218E-06
EG30076	0	0	0	0
EG30077	1.22022E-05	2.83491E-05	1.33219E-05	0.000572147
EG30078	3.30291E-06	8.05027E-06	2.22108E-06	1.00843E-05
EG30079	4.59535E-06	7.50139E-06	2.07301E-06	9.10044E-06
EG30080	4.12146E-05	5.5986E-05	1.98416E-05	0.000343357
EG30081	5.45698E-06	7.50139E-06	2.22108E-06	9.10044E-06
EG30082	4.69588E-05	6.31214E-05	3.15393E-05	0.000366723
EG30083	6.46222E-06	1.11606E-05	2.66529E-06	1.03302E-05
G6310	7.53666E-06	8.53522E-06	0	1.00398E-05
G6827	0	1.19397E-05	0	1.73884E-05
EG30084	2.70446E-06	2.75651E-06	8.36577E-07	6.02166E-06
EG30085	4.0567E-06	4.47933E-06	2.50973E-06	3.24243E-06
EG30086	3.5158E-06	2.41195E-06	8.36577E-07	4.16884E-06
EG30087	4.46237E-05	5.47857E-05	2.14722E-05	0.000226044
EG30088	2.43402E-06	2.75651E-06	1.3943E-06	3.70564E-06
EG30089	4.24601E-05	6.33998E-05	2.31453E-05	0.000250594
EG30090	6.49071E-06	8.95867E-06	4.46175E-06	1.01905E-05
EG11738	0.000633848	0.000446663	0.000530064	0.000184181
EG12341	0.001566258	0.001754736	0.00145183	0.001703915
G7348	0.000177357	0.000384192	0.000208036	0.000382134
G7347	8.68809E-05	0.0004804	5.19584E-05	0.000394332
G0-16690	5.34652E-05	0.000122612	4.13462E-05	0.000105308
EG12436	0.000274937	0.000394267	0.000290481	0.000384318
G0-10574	0	0	0	0
EG11255	0.000108847	0.000121969	8.78932E-05	7.86137E-05
G7841	0.000183762	0.000163987	0.000161301	0.000198067
EG10523	0.000203441	0.000163532	0.000187275	0.000174655
EG12163	0.000174893	0.000155688	0.000169667	0.000136762
G7950	1.13147E-05	1.6475E-05	1.29167E-05	2.49161E-05
EG10343	2.51474E-05	4.1829E-05	3.02513E-05	3.34997E-05
EG12366	3.81706E-05	6.5326E-05	3.75957E-05	4.1958E-05
G7008	1.5349E-05	2.14003E-05	1.64236E-05	2.52968E-05
EG10376	2.07178E-05	5.19397E-05	1.86058E-05	4.5786E-05
EG11085	0.000161145	0.000223357	0.000139682	0.000217615
G7641	1.69524E-05	4.07282E-05	2.29733E-05	5.88996E-05
EG12233	1.82761E-05	1.764E-05	2.16999E-05	2.65595E-05
G6839	0.000774677	0.00040625	0.000838767	0.00028159
G6838	0.000757601	0.000319312	0.000734795	0.00032702
EG12120	0.000208974	0.000199391	0.000215475	0.000163981
EG12121	0.000144767	0.000130472	0.000155207	0.000112
G6864	3.88068E-05	6.19871E-05	5.49445E-05	7.63863E-05
EG11233	2.75456E-05	4.81532E-05	1.5192E-05	5.81503E-05
EG12044	0.00010186	0.000238177	0.000155072	0.000243218
G6871	4.80084E-05	5.20363E-05	3.02921E-05	3.31359E-05
G6872	1.65659E-05	4.58824E-05	3.63904E-05	5.05781E-05
G6873	2.10109E-05	5.1387E-05	1.8763E-05	5.20515E-05
G6874	2.20525E-05	3.86322E-05	2.19264E-05	3.91192E-05
G6876	2.81614E-05	2.13749E-05	3.64512E-05	3.59183E-05
G6875	1.81317E-05	3.33678E-05	2.00805E-05	4.02563E-05
G7750	9.43132E-06	2.40321E-05	9.30188E-06	2.59859E-05
G7751	9.17666E-06	2.55483E-05	8.41077E-06	1.86279E-05
EG12356	1.56483E-06	6.97791E-06	2.9581E-06	2.68016E-06
G0-9609	0	3.10712E-06	0	0
G6306	0	1.46369E-06	0	5.90299E-06
G6523	3.59319E-05	2.2196E-05	4.45345E-05	1.98924E-05
G6522	4.57347E-05	2.07007E-05	2.97836E-05	1.03068E-05
G6521	8.62074E-06	1.09833E-05	1.77778E-05	7.38255E-06
G6520	3.12381E-05	1.4593E-05	4.18727E-05	2.67514E-06
G6519	9.17321E-06	1.79803E-06	5.82065E-06	1.20856E-06
G6518	9.2673E-06	0	8.68688E-07	8.65772E-06
G6517	9.72752E-06	9.99469E-06	6.79459E-06	8.59909E-06
EG12301	2.74103E-05	3.74167E-05	3.76839E-05	3.24156E-05
RUVA	8.51774E-05	0.000124148	0.000113824	0.000134216
RUVB	7.21859E-05	0.000116669	8.37885E-05	9.89087E-05
EG10925	8.86784E-05	0.000133338	5.84867E-05	9.16773E-05
G0-8881	1.22655E-05	1.71897E-05	6.32354E-06	3.57131E-05
G0-8880	5.27884E-06	0	0	9.04129E-06
G0-8876	0.00011039	0.000250032	0.000233971	0.000241589
G0-10592	3.84949E-05	0.00013896	0	0.000208784
G0-8865	0.000127255	8.98552E-05	5.37501E-05	8.14048E-05
G0-8879	6.85902E-06	2.79641E-05	1.41448E-06	1.17477E-05
G0-10600	0	0	6.014E-06	9.98968E-06
G0-8872	3.95079E-05	5.59282E-06	1.81053E-05	1.50371E-05
G0-8875	0	0	0	0
G0-10609	4.17028E-05	2.36141E-05	0	1.58725E-05
G0-10436	0	0	0	0
G0-16675	0	0	0	0
G0-10449	0	0	0	0
G6311	9.02659E-07	1.15004E-06	0	1.54602E-06
G6826	0	1.0669E-06	0	0
G6686	0	1.23974E-05	1.43334E-06	4.76175E-06
G6811	2.22175E-05	4.43721E-05	2.50756E-05	3.29106E-05
G6790	0	7.51358E-05	0	8.65772E-05
EG12025	1.04257E-05	1.03312E-05	6.56946E-06	1.38884E-05
G2002	3.6528E-05	5.65575E-05	2.9556E-05	3.95364E-05
G2001	3.88536E-06	2.47508E-05	8.90271E-06	2.51396E-05
G2000	1.54455E-05	3.16048E-05	7.72167E-06	4.56935E-05
EG12304	3.14976E-05	8.5075E-05	4.0705E-05	7.69648E-05
EG12305	5.37434E-05	4.74038E-05	3.6233E-05	5.39901E-05
EG11512	2.942E-06	1.21819E-05	6.82541E-06	1.38569E-05
EG10926	8.96552E-05	0.000101575	8.79273E-05	9.85361E-05
EG10927	1.72271E-05	1.95846E-05	1.09311E-05	2.26966E-05
EG11094	1.52529E-05	1.76664E-05	8.93601E-06	1.36559E-05
EG10928	2.15174E-05	2.9155E-05	2.00737E-05	3.33439E-05
EG11892	0.000102058	0.000128906	0.00012519	0.000125071
EG10929	2.35895E-05	0.000303763	1.34647E-05	0.000282819
EG11444	5.83256E-07	2.84856E-05	0	2.9969E-05
G7516	5.83627E-06	2.36592E-05	9.30027E-06	1.63571E-05
G7517	2.5377E-06	8.98103E-06	2.90737E-07	2.07662E-05
EG10930	0.000208667	0.000172046	0.000229334	0.000204075
EG11623	4.57268E-06	1.94195E-05	6.60089E-06	9.9203E-06
EG12142	3.32976E-05	4.94249E-05	2.53334E-05	2.21477E-05
EG10931	0.000166623	0.000394805	0.000222666	0.000390075
EG10932	0.000111673	0.000183775	0.000119944	0.000221152
EG10933	0.000389226	0.000795614	0.000414565	0.000963338
EG10934	0.000159382	0.000441238	0.000103793	0.000449492
G7510	5.46666E-05	0.000107458	3.22098E-05	8.02541E-05
EG10935	5.76803E-05	0.000102148	4.46059E-05	6.9154E-05
G0-10699	6.088E-06	0	2.19708E-05	0
G0-8883	2.40593E-05	7.66324E-05	4.13462E-06	8.24148E-05
EG10936	0.000138855	0.000223051	0.000144446	0.000251549
EG10937	0.001669004	0.001145512	0.00154543	0.001150755
EG10938	8.30446E-05	0.000133404	0.000101218	0.000121363
EG10939	0.000410512	0.000451067	0.000484871	0.000472454
EG10940	0.000136006	0.000153054	0.000151739	0.000209429
EG12095	0.000110206	0.00023295	0.000136877	0.000246667
EG11087	0.000124377	0.000167785	0.00013076	0.000211633
EG10766	0.005449859	0.008178384	0.005605182	0.008461214
EG10941	3.50519E-05	4.96202E-05	5.46768E-05	6.77317E-05
EG10942	4.56584E-05	3.97408E-05	4.28835E-05	4.41333E-05
EG30092	0	1.67785E-05	0	3.00742E-05
EG10943	0.000381477	0.000422408	0.000419704	0.000385866
EG11768	1.10446E-05	7.27833E-06	7.4612E-06	5.21835E-06
EG12197	0.000459037	0.000367835	0.00037251	0.000329659
EG10944	0.000238785	0.000258549	0.000384315	0.000300071
EG10945	3.78725E-05	7.23776E-05	4.08257E-05	6.78143E-05
EG10946	0.000274189	0.000350797	0.000378274	0.000422392
EG10947	0.000591516	0.000537482	0.000639846	0.000580027
EG30093	0	6.0377E-06	0	0
EG30094	0.000301187	0.000171202	0.000238889	0.000333322
EG30095	1.34525E-05	1.71393E-05	0	3.84012E-05
EG30096	0	6.0377E-06	0	0
EG30097	0	0	0	1.62332E-05
EG11754	2.36988E-05	3.83054E-05	1.71417E-05	3.21085E-05
EG12034	2.46971E-06	4.49507E-06	1.81895E-06	9.06424E-06
EG11687	3.51923E-06	3.13859E-05	3.6287E-07	1.20551E-05
G6290	2.30402E-06	2.15267E-05	7.91898E-06	2.6308E-05
G6291	0	8.43362E-06	0	2.06136E-06
G6292	0	7.14137E-06	0	2.19435E-06
EG12388	8.08194E-07	5.14843E-06	0	4.15268E-06
G6293	0	4.31966E-06	0	1.52434E-05
EG10949	0.000551897	0.00035798	0.000452568	0.000289757
EG10656	4.3347E-05	3.04698E-05	2.00359E-05	2.04806E-05
EG12287	1.79754E-06	5.34371E-06	1.23563E-06	5.13119E-06
EG12285	1.258E-06	7.21246E-06	0	1.07732E-06
EG12286	1.45306E-06	1.23419E-06	1.49826E-06	4.97743E-06
EG12554	3.6683E-05	4.91961E-06	1.39352E-05	2.31474E-05
G0-10241	1.79367E-05	2.66611E-05	2.7742E-05	3.58411E-05
EG12556	1.84076E-05	2.14306E-05	2.68341E-05	2.71789E-05
G7914	1.31762E-06	4.19682E-06	1.69827E-05	1.69256E-05
G7915	5.6844E-06	1.25093E-05	7.99258E-06	2.03569E-05
G7913	7.98905E-06	6.78567E-06	5.49171E-06	1.82442E-05
EG12557	6.87614E-05	5.25635E-05	5.51873E-05	3.75592E-05
EG12094	1.08286E-05	2.43841E-05	1.14251E-05	1.72527E-05
G0-9941	0	0	0	0
G0-10617	0	0	0	0
G7067	0.000356548	0.000278367	0.000390494	0.000283644
G0-10634	3.0891E-05	0.000118071	0	0.000246905
G0-8884	7.81928E-05	6.2725E-05	9.55557E-05	8.43226E-05
G0-8885	4.59958E-05	0.000171897	6.32354E-06	2.62596E-05
G0-8886	1.18306E-05	0.000229861	3.04965E-06	8.1051E-05
G0-8913	7.76535E-05	0.000256498	0.000106759	0.000216742
G0-10602	0.000359108	0.000357902	0.000259792	0.000297609
EG12154	0	2.17308E-06	0	8.76395E-06
G7211	0.000174191	0.000287524	0.000130062	0.000173422
EG10455	0.00138323	0.001096526	0.001462533	0.001266859
EG11191	5.51847E-05	3.47092E-05	3.31324E-05	3.23033E-05
EG11890	0.000188288	3.46715E-05	0.000141817	1.88958E-05
EG10950	9.74788E-05	8.08765E-05	0.000109164	8.99277E-05
